engagement_key,product_key,date_key,campaign_id,content_type,likes,views_clicks_combined,engagement_score,views,clicks
3572,18,901,19,newsletter,3,1469-81,,1469,81
3573,1,784,1,newsletter,19,2142-144,,2142,144
3574,7,1074,10,BLOG,0,85-3,,85,3
3575,5,483,14,Video,34,580-123,,580,123
3576,16,245,2,Blog,96,3351-321,,3351,321
3577,3,356,14,NEWSLETTER,282,4803-1133,,4803,1133
3578,19,61,12,blog,502,5403-1419,,5403,1419
3579,13,492,9,Video,47,1703-226,,1703,226
3580,19,41,10,Newsletter,209,3540-887,,3540,887
3581,2,414,18,SOCIALMEDIA,286,4434-1319,,4434,1319
3582,5,426,4,Blog,45,3426-405,,3426,405
3583,13,313,18,socialmedia,107,2848-431,,2848,431
3584,14,738,6,blog,4,1214-88,,1214,88
3585,12,1003,19,BLOG,0,1091-14,,1091,14
3586,14,447,11,video,122,4681-455,,4681,455
3587,16,238,6,SOCIALMEDIA,7,91-32,,91,32
3588,17,1110,17,BLOG,0,382-15,,382,15
3589,14,976,13,newsletter,1,807-45,,807,45
3590,1,683,12,video,16,1316-201,,1316,201
3591,3,334,7,video,154,4139-495,,4139,495
3592,15,407,11,NEWSLETTER,395,5950-1643,,5950,1643
3593,19,361,9,video,79,1264-305,,1264,305
3594,5,445,4,NEWSLETTER,180,4175-734,,4175,734
3595,3,900,7,video,2,1626-88,,1626,88
3596,17,228,1,Blog,16,721-105,,721,105
3597,3,634,17,blog,28,4304-204,,4304,204
3598,17,408,18,socialmedia,11,376-42,,376,42
3599,17,926,15,Video,2,1356-26,,1356,26
3600,15,625,16,Video,19,459-104,,459,104
3601,6,836,9,socialmedia,2,950-31,,950,31
3602,2,162,5,Socialmedia,85,4909-525,,4909,525
3603,14,788,7,Newsletter,14,2216-182,,2216,182
3604,9,481,6,Video,127,5841-576,,5841,576
3605,5,440,12,blog,58,2436-522,,2436,522
3606,7,687,11,NEWSLETTER,38,1674-259,,1674,259
3607,11,1069,5,newsletter,1,735-31,,735,31
3608,1,252,9,VIDEO,116,2764-769,,2764,769
3609,3,455,13,VIDEO,47,2945-195,,2945,195
3610,15,98,5,blog,293,4316-954,,4316,954
3611,6,1047,18,Blog,1,987-38,,987,38
3612,3,1078,8,SOCIALMEDIA,0,719-18,,719,18
3613,4,470,17,Blog,84,4552-493,,4552,493
3614,5,1005,6,Video,0,259-13,,259,13
3615,8,105,13,blog,135,4746-604,,4746,604
3616,19,867,8,SOCIALMEDIA,10,2128-175,,2128,175
3617,6,258,4,Newsletter,293,5555-1313,,5555,1313
3618,4,831,16,Socialmedia,2,452-27,,452,27
3619,10,633,15,socialmedia,140,3128-702,,3128,702
3620,7,693,12,video,4,261-48,,261,48
3621,9,655,2,Blog,29,2166-439,,2166,439
3622,13,893,6,newsletter,1,1186-49,,1186,49
3623,18,366,5,blog,85,5885-1075,,5885,1075
3624,16,542,7,socialmedia,92,3809-690,,3809,690
3625,19,244,10,Blog,63,2132-430,,2132,430
3626,13,724,2,socialmedia,14,1394-169,,1394,169
3627,7,931,11,Blog,0,433-14,,433,14
3628,12,54,12,Newsletter,312,5453-1589,,5453,1589
3629,1,914,1,blog,1,802-29,,802,29
3630,1,1108,11,Socialmedia,0,794-13,,794,13
3631,11,449,17,Blog,25,3710-365,,3710,365
3632,19,341,7,newsletter,671,6537-2252,,6537,2252
3633,15,1048,3,Video,0,317-11,,317,11
3634,4,204,3,newsletter,536,8392-2465,,8392,2465
3635,14,95,19,Socialmedia,286,2162-925,,2162,925
3636,1,182,9,socialmedia,275,5058-921,,5058,921
3637,15,604,10,socialmedia,59,4597-495,,4597,495
3638,6,756,17,socialmedia,5,595-52,,595,52
3639,10,524,19,Blog,48,2322-404,,2322,404
3640,9,62,14,video,13,372-87,,372,87
3641,19,88,10,Video,404,5987-1858,,5987,1858
3642,9,1028,9,newsletter,0,243-9,,243,9
3643,5,947,5,Newsletter,1,799-16,,799,16
3644,4,180,1,Blog,483,3884-1675,,3884,1675
3645,11,446,18,Socialmedia,14,572-99,,572,99
3646,4,564,5,newsletter,75,3901-923,,3901,923
3647,17,466,3,Blog,38,3088-340,,3088,340
3648,13,56,20,Blog,1760,9478-4247,,9478,4247
3649,16,384,13,blog,18,536-156,,536,156
3650,5,1048,4,socialmedia,0,127-3,,127,3
3651,17,471,8,Newsletter,165,4795-859,,4795,859
3652,12,1043,15,Newsletter,0,405-16,,405,16
3653,16,176,13,newsletter,299,2714-967,,2714,967
3654,9,1021,14,Blog,0,795-17,,795,17
3655,18,484,11,Socialmedia,86,2217-496,,2217,496
3656,4,789,20,BLOG,3,1073-52,,1073,52
3657,20,1043,6,VIDEO,0,735-17,,735,17
3658,20,77,8,Video,279,3732-1453,,3732,1453
3659,8,772,6,socialmedia,9,2027-191,,2027,191
3660,11,438,6,video,135,4378-738,,4378,738
3661,4,920,18,SOCIALMEDIA,0,74-4,,74,4
3662,14,450,15,socialmedia,160,4581-748,,4581,748
3663,10,1012,14,Blog,0,652-25,,652,25
3664,11,535,15,socialmedia,280,5249-1106,,5249,1106
3665,1,260,7,video,213,1620-599,,1620,599
3666,19,862,11,Newsletter,1,662-24,,662,24
3667,20,1110,1,Newsletter,0,366-4,,366,4
3668,18,520,16,BLOG,31,1227-157,,1227,157
3669,13,613,7,BLOG,30,3879-617,,3879,617
3670,1,436,12,Video,257,4934-852,,4934,852
3671,19,193,15,video,16,168-49,,168,49
3672,4,213,7,socialmedia,270,4511-866,,4511,866
3673,8,221,15,Video,54,6797-579,,6797,579
3674,15,1034,13,video,0,484-20,,484,20
3675,4,167,17,Newsletter,602,7568-1847,,7568,1847
3676,1,419,11,newsletter,128,3700-819,,3700,819
3677,14,464,5,Newsletter,188,4969-903,,4969,903
3678,19,1115,7,SOCIALMEDIA,0,394-6,,394,6
3679,7,929,3,Video,2,1033-71,,1033,71
3680,4,1001,8,Blog,0,807-15,,807,15
3681,5,388,18,SOCIALMEDIA,22,1678-193,,1678,193
3682,17,805,5,blog,17,1964-239,,1964,239
3683,11,226,3,BLOG,422,8021-1974,,8021,1974
3684,11,819,12,Blog,10,1673-157,,1673,157
3685,5,1014,14,Video,0,359-17,,359,17
3686,17,257,1,video,45,958-344,,958,344
3687,20,505,15,Blog,98,5490-380,,5490,380
3688,4,455,18,Blog,50,2655-290,,2655,290
3689,17,80,5,Blog,423,5867-1654,,5867,1654
3690,3,210,19,video,231,6853-1183,,6853,1183
3691,13,356,19,Socialmedia,148,2291-573,,2291,573
3692,16,953,16,blog,0,86-4,,86,4
3693,17,948,16,Newsletter,1,380-17,,380,17
3694,9,501,18,Newsletter,44,934-187,,934,187
3695,12,890,3,Newsletter,4,838-41,,838,41
3696,8,296,7,Newsletter,394,3436-1056,,3436,1056
3697,20,832,16,Video,3,664-31,,664,31
3698,2,634,8,Video,7,419-92,,419,92
3699,14,632,15,video,68,4113-415,,4113,415
3700,4,1114,20,Video,0,607-8,,607,8
3701,8,307,10,Video,143,1365-446,,1365,446
3702,2,532,3,blog,67,2638-510,,2638,510
3703,6,919,20,Socialmedia,1,863-36,,863,36
3704,20,278,16,Newsletter,40,4172-363,,4172,363
3705,10,842,20,Newsletter,11,1206-106,,1206,106
3706,14,1121,4,Newsletter,0,226-10,,226,10
3707,15,702,19,socialmedia,20,1848-339,,1848,339
3708,2,1085,16,newsletter,0,409-13,,409,13
3709,2,917,2,video,4,1769-91,,1769,91
3710,17,397,14,video,60,3656-364,,3656,364
3711,10,666,20,Video,58,2978-497,,2978,497
3712,2,579,5,BLOG,108,4866-950,,4866,950
3713,13,835,17,video,1,445-26,,445,26
3714,20,645,18,Newsletter,128,3335-607,,3335,607
3715,18,935,5,video,2,551-35,,551,35
3716,12,527,7,blog,62,2843-518,,2843,518
3717,2,466,1,blog,197,3088-714,,3088,714
3718,6,227,17,Newsletter,574,7259-2943,,7259,2943
3719,15,241,13,Video,145,3069-809,,3069,809
3720,18,202,11,Socialmedia,5,222-21,,222,21
3721,18,424,3,SOCIALMEDIA,7,269-39,,269,39
3722,18,65,9,Socialmedia,247,3770-880,,3770,880
3723,12,324,19,socialmedia,105,1699-525,,1699,525
3724,9,495,19,Video,61,1597-322,,1597,322
3725,18,905,17,Newsletter,1,674-53,,674,53
3726,3,423,19,Blog,18,747-142,,747,142
3727,16,802,7,Socialmedia,13,2166-167,,2166,167
3728,9,219,4,video,134,3798-578,,3798,578
3729,20,771,20,Newsletter,12,2357-270,,2357,270
3730,5,918,3,socialmedia,8,1840-125,,1840,125
3731,8,842,7,Video,1,186-9,,186,9
3732,15,1098,14,Blog,0,644-13,,644,13
3733,5,867,5,SOCIALMEDIA,4,1971-155,,1971,155
3734,1,109,15,Socialmedia,886,7510-3421,,7510,3421
3735,19,673,9,video,1,474-28,,474,28
3736,12,86,20,Video,1530,9393-3843,,9393,3843
3737,2,201,19,Socialmedia,471,8272-2750,,8272,2750
3738,7,479,3,Socialmedia,185,5682-997,,5682,997
3739,1,94,17,video,35,550-183,,550,183
3740,6,80,17,video,482,8379-1159,,8379,1159
3741,18,545,15,Socialmedia,20,1956-291,,1956,291
3742,4,865,3,socialmedia,5,2263-59,,2263,59
3743,13,310,7,Blog,223,5626-703,,5626,703
3744,19,710,15,Newsletter,26,1628-178,,1628,178
3745,16,497,18,video,21,1307-232,,1307,232
3746,12,849,12,Socialmedia,16,2478-259,,2478,259
3747,19,991,6,Newsletter,0,481-14,,481,14
3748,8,59,5,BLOG,1221,7840-2727,,7840,2727
3749,15,426,20,Blog,65,1974-398,,1974,398
3750,10,437,11,Socialmedia,251,4298-967,,4298,967
3751,15,485,7,Socialmedia,105,5045-792,,5045,792
3752,3,935,4,video,0,47-2,,47,2
3753,16,794,14,Blog,8,826-104,,826,104
3754,5,62,13,Socialmedia,112,2746-577,,2746,577
3755,11,585,7,Socialmedia,8,154-36,,154,36
3756,18,162,2,blog,129,3900-368,,3900,368
3757,9,776,7,Video,20,1643-147,,1643,147
3758,13,859,17,Blog,5,1495-97,,1495,97
3759,6,1104,16,Video,0,984-15,,984,15
3760,19,943,3,video,0,79-6,,79,6
3761,7,214,6,video,23,1109-99,,1109,99
3762,2,866,15,Socialmedia,2,1261-74,,1261,74
3763,9,70,13,video,323,9582-1101,,9582,1101
3764,18,353,1,SOCIALMEDIA,8,277-30,,277,30
3765,1,1065,7,BLOG,0,402-16,,402,16
3766,17,573,2,Blog,89,4639-683,,4639,683
3767,12,443,13,BLOG,74,2129-239,,2129,239
3768,14,731,19,socialmedia,72,3149-493,,3149,493
3769,14,1048,3,blog,0,529-22,,529,22
3770,17,36,18,blog,1021,7155-2087,,7155,2087
3771,9,914,10,socialmedia,9,1484-102,,1484,102
3772,16,194,11,blog,113,3424-308,,3424,308
3773,13,966,12,Video,1,802-19,,802,19
3774,18,297,4,VIDEO,547,5606-1491,,5606,1491
3775,2,622,6,Blog,17,3362-338,,3362,338
3776,6,1006,5,NEWSLETTER,0,690-21,,690,21
3777,16,195,19,Socialmedia,292,7291-857,,7291,857
3778,12,265,1,Video,80,1957-241,,1957,241
3779,16,80,17,newsletter,75,1600-245,,1600,245
3780,3,280,6,blog,327,5124-1016,,5124,1016
3781,17,1107,16,video,0,239-7,,239,7
3782,2,110,1,Video,151,5093-938,,5093,938
3783,15,685,19,BLOG,66,2269-382,,2269,382
3784,18,336,4,Newsletter,70,1275-360,,1275,360
3785,12,845,17,newsletter,3,990-97,,990,97
3786,19,79,3,Blog,71,1023-218,,1023,218
3787,19,233,9,Blog,30,302-80,,302,80
3788,13,949,7,newsletter,5,1368-87,,1368,87
3789,13,292,5,Newsletter,133,4066-473,,4066,473
3790,19,864,9,newsletter,5,1804-105,,1804,105
3791,11,951,1,Blog,0,462-16,,462,16
3792,3,87,7,Socialmedia,1534,7378-3370,,7378,3370
3793,19,977,15,Blog,0,1210-33,,1210,33
3794,14,659,18,video,12,1906-90,,1906,90
3795,12,1054,9,Socialmedia,0,282-5,,282,5
3796,20,469,13,video,4,141-30,,141,30
3797,8,379,16,Socialmedia,59,4622-384,,4622,384
3798,7,783,7,video,13,2892-325,,2892,325
3799,1,349,12,video,107,2668-722,,2668,722
3800,4,563,4,Socialmedia,81,1751-399,,1751,399
3801,16,808,2,video,2,322-16,,322,16
3802,12,418,17,newsletter,30,4549-431,,4549,431
3803,11,119,3,Video,113,1404-330,,1404,330
3804,12,640,3,blog,30,1787-387,,1787,387
3805,9,1031,14,blog,0,820-23,,820,23
3806,8,784,19,Video,15,2940-443,,2940,443
3807,16,640,18,Socialmedia,156,4402-852,,4402,852
3808,13,923,6,Newsletter,1,966-57,,966,57
3809,1,1025,15,VIDEO,0,827-12,,827,12
3810,11,724,1,Socialmedia,30,3380-395,,3380,395
3811,16,188,1,socialmedia,213,3995-1317,,3995,1317
3812,14,946,7,socialmedia,1,925-50,,925,50
3813,10,1115,15,Video,0,534-15,,534,15
3814,3,512,18,Newsletter,40,3874-445,,3874,445
3815,8,518,12,Video,50,4762-564,,4762,564
3816,20,1101,11,NEWSLETTER,0,358-9,,358,9
3817,16,905,5,newsletter,2,628-35,,628,35
3818,1,93,5,video,382,2204-834,,2204,834
3819,17,465,19,BLOG,59,1870-221,,1870,221
3820,6,111,2,Newsletter,218,4766-569,,4766,569
3821,19,803,7,BLOG,11,2603-99,,2603,99
3822,14,101,8,BLOG,1136,8249-3138,,8249,3138
3823,15,954,2,Blog,4,1152-61,,1152,61
3824,8,152,20,Video,8,99-29,,99,29
3825,7,896,11,Blog,2,1509-108,,1509,108
3826,20,682,12,Newsletter,16,1926-116,,1926,116
3827,20,345,17,video,97,3662-889,,3662,889
3828,3,341,13,VIDEO,188,4766-528,,4766,528
3829,2,319,5,Socialmedia,19,1118-150,,1118,150
3830,1,75,7,Blog,231,2489-518,,2489,518
3831,10,903,18,SOCIALMEDIA,5,1618-151,,1618,151
3832,12,836,16,Socialmedia,6,1053-93,,1053,93
3833,2,892,5,socialmedia,3,1300-38,,1300,38
3834,11,769,14,SOCIALMEDIA,11,1335-123,,1335,123
3835,3,1108,20,blog,0,126-5,,126,5
3836,17,933,12,blog,1,517-16,,517,16
3837,18,379,19,Newsletter,75,5607-388,,5607,388
3838,9,316,12,Socialmedia,9,567-50,,567,50
3839,8,223,20,Blog,454,7522-3061,,7522,3061
3840,18,974,12,Newsletter,1,875-50,,875,50
3841,4,469,12,video,38,2442-184,,2442,184
3842,4,1023,11,SOCIALMEDIA,0,120-1,,120,1
3843,3,513,11,Blog,61,5442-418,,5442,418
3844,15,618,7,Newsletter,125,3807-731,,3807,731
3845,9,901,4,blog,2,395-38,,395,38
3846,4,751,6,blog,17,1728-246,,1728,246
3847,7,867,12,Newsletter,0,296-10,,296,10
3848,19,883,5,BLOG,4,1781-51,,1781,51
3849,11,351,17,Blog,165,3402-910,,3402,910
3850,15,918,20,socialmedia,5,1577-66,,1577,66
3851,6,235,14,VIDEO,69,2908-393,,2908,393
3852,16,718,16,Blog,21,3435-353,,3435,353
3853,19,424,16,Video,388,5909-1572,,5909,1572
3854,10,486,11,Blog,62,4228-267,,4228,267
3855,9,175,17,Blog,169,1523-403,,1523,403
3856,12,53,19,Blog,252,9550-1176,,9550,1176
3857,16,428,8,Socialmedia,36,2314-433,,2314,433
3858,10,814,13,video,8,1679-162,,1679,162
3859,20,526,10,VIDEO,28,1230-295,,1230,295
3860,4,489,10,blog,17,539-68,,539,68
3861,8,242,8,VIDEO,180,2063-542,,2063,542
3862,7,872,7,Video,2,1266-32,,1266,32
3863,11,1108,12,Newsletter,0,296-4,,296,4
3864,19,395,17,Video,17,1933-185,,1933,185
3865,6,794,10,VIDEO,16,2349-345,,2349,345
3866,14,563,7,video,8,1891-107,,1891,107
3867,12,398,14,Newsletter,194,4860-1560,,4860,1560
3868,8,119,15,BLOG,7,154-59,,154,59
3869,10,366,1,socialmedia,110,4724-578,,4724,578
3870,20,448,1,Blog,132,4000-1127,,4000,1127
3871,15,892,15,Video,3,1446-50,,1446,50
3872,19,1057,3,video,1,580-22,,580,22
3873,19,550,10,newsletter,75,3542-565,,3542,565
3874,5,888,10,Video,4,776-42,,776,42
3875,8,1017,18,BLOG,0,54-2,,54,2
3876,9,296,19,video,501,5008-1822,,5008,1822
3877,19,712,2,Newsletter,8,2813-167,,2813,167
3878,15,662,1,Video,93,3520-742,,3520,742
3879,7,1058,14,VIDEO,0,19-0,,19,0
3880,8,725,7,blog,4,382-47,,382,47
3881,13,207,11,Socialmedia,27,636-239,,636,239
3882,19,489,2,newsletter,73,3343-620,,3343,620
3883,18,841,1,Socialmedia,0,156-7,,156,7
3884,17,518,7,Blog,133,3790-535,,3790,535
3885,17,744,14,Video,18,1289-154,,1289,154
3886,13,64,17,video,34,187-79,,187,79
3887,6,443,3,Newsletter,203,4461-823,,4461,823
3888,4,219,18,Video,171,7819-857,,7819,857
3889,11,836,15,SOCIALMEDIA,11,1760-87,,1760,87
3890,8,815,12,Newsletter,11,1971-88,,1971,88
3891,4,743,6,newsletter,6,955-69,,955,69
3892,1,903,15,Newsletter,4,1415-48,,1415,48
3893,1,1042,10,VIDEO,1,655-31,,655,31
3894,15,256,11,BLOG,40,753-197,,753,197
3895,7,1119,17,NEWSLETTER,0,639-7,,639,7
3896,20,1104,2,blog,0,932-23,,932,23
3897,14,403,1,blog,103,5531-377,,5531,377
3898,19,474,15,socialmedia,62,5101-1019,,5101,1019
3899,1,589,16,BLOG,9,432-57,,432,57
3900,15,591,14,Socialmedia,55,1892-247,,1892,247
3901,4,967,14,Blog,2,666-42,,666,42
3902,9,1101,11,Newsletter,1,717-31,,717,31
3903,3,391,10,Newsletter,261,4350-983,,4350,983
3904,5,414,10,Video,74,4571-943,,4571,943
3905,6,662,9,NEWSLETTER,36,2805-179,,2805,179
3906,14,708,17,SOCIALMEDIA,20,2059-135,,2059,135
3907,14,727,10,VIDEO,25,934-153,,934,153
3908,10,286,15,NEWSLETTER,117,5012-478,,5012,478
3909,9,587,19,SOCIALMEDIA,49,2066-263,,2066,263
3910,1,632,18,Blog,33,2975-514,,2975,514
3911,5,117,8,VIDEO,907,8912-2066,,8912,2066
3912,15,362,13,Blog,106,2917-519,,2917,519
3913,1,645,15,Blog,79,3432-365,,3432,365
3914,7,210,6,socialmedia,798,7091-2316,,7091,2316
3915,9,313,20,BLOG,406,4840-1434,,4840,1434
3916,5,605,4,SOCIALMEDIA,21,3906-252,,3906,252
3917,9,707,14,video,60,3672-621,,3672,621
3918,7,522,12,Blog,60,2894-775,,2894,775
3919,16,745,13,socialmedia,8,926-51,,926,51
3920,18,807,12,blog,8,2227-128,,2227,128
3921,2,136,5,Video,334,6573-1873,,6573,1873
3922,13,833,12,BLOG,0,32-2,,32,2
3923,5,176,8,socialmedia,864,7771-3289,,7771,3289
3924,1,89,5,socialmedia,729,6712-1584,,6712,1584
3925,10,200,5,Newsletter,376,5064-1825,,5064,1825
3926,14,632,13,Blog,57,2119-298,,2119,298
3927,5,926,7,SOCIALMEDIA,0,341-9,,341,9
3928,20,1015,17,newsletter,0,158-6,,158,6
3929,7,356,18,BLOG,44,1544-175,,1544,175
3930,13,363,19,SOCIALMEDIA,286,5835-1447,,5835,1447
3931,9,360,1,socialmedia,79,5927-1117,,5927,1117
3932,4,642,4,socialmedia,39,1362-247,,1362,247
3933,18,548,4,BLOG,22,3594-265,,3594,265
3934,1,1109,19,socialmedia,0,112-1,,112,1
3935,12,796,18,Socialmedia,4,1346-97,,1346,97
3936,1,410,20,Video,72,1445-452,,1445,452
3937,15,132,10,Blog,734,8347-2336,,8347,2336
3938,3,476,13,Socialmedia,69,1510-320,,1510,320
3939,9,141,8,blog,428,5730-1800,,5730,1800
3940,1,293,12,Newsletter,96,1082-323,,1082,323
3941,2,223,3,Socialmedia,152,2375-690,,2375,690
3942,3,205,12,newsletter,127,1043-332,,1043,332
3943,7,754,3,socialmedia,24,2622-185,,2622,185
3944,13,43,2,Newsletter,496,3487-1251,,3487,1251
3945,13,1008,16,blog,1,664-25,,664,25
3946,15,1067,5,newsletter,0,462-22,,462,22
3947,15,838,20,Blog,8,1259-161,,1259,161
3948,7,972,13,Socialmedia,0,158-3,,158,3
3949,20,112,16,newsletter,1055,6960-2355,,6960,2355
3950,16,973,8,Socialmedia,2,1205-54,,1205,54
3951,13,146,13,Blog,287,3395-1021,,3395,1021
3952,10,225,13,VIDEO,217,6956-588,,6956,588
3953,17,859,6,BLOG,18,2384-236,,2384,236
3954,10,974,4,Socialmedia,0,809-49,,809,49
3955,13,40,14,NEWSLETTER,165,7822-947,,7822,947
3956,2,134,10,Newsletter,115,2183-437,,2183,437
3957,2,765,2,Socialmedia,27,2555-261,,2555,261
3958,19,481,18,socialmedia,23,1477-110,,1477,110
3959,19,672,19,Socialmedia,19,2465-311,,2465,311
3960,3,390,20,Blog,83,2719-416,,2719,416
3961,20,912,15,blog,3,1665-57,,1665,57
3962,7,337,6,Blog,370,6234-1049,,6234,1049
3963,3,930,2,Newsletter,0,317-7,,317,7
3964,20,1035,8,BLOG,0,960-39,,960,39
3965,11,47,7,Newsletter,200,2114-953,,2114,953
3966,4,271,18,newsletter,251,1923-751,,1923,751
3967,15,633,17,socialmedia,23,3242-442,,3242,442
3968,11,516,16,Video,27,5010-481,,5010,481
3969,2,973,2,SOCIALMEDIA,0,263-10,,263,10
3970,20,832,20,Video,10,2537-242,,2537,242
3971,5,599,20,NEWSLETTER,221,4603-925,,4603,925
3972,4,481,15,Video,128,5674-1262,,5674,1262
3973,1,292,7,newsletter,278,4734-1221,,4734,1221
3974,14,138,9,SOCIALMEDIA,681,8001-1521,,8001,1521
3975,14,53,9,SOCIALMEDIA,318,7982-1869,,7982,1869
3976,11,463,13,newsletter,29,2079-211,,2079,211
3977,2,32,8,socialmedia,159,1039-351,,1039,351
3978,20,984,13,Blog,0,369-16,,369,16
3979,7,1059,9,Newsletter,0,928-38,,928,38
3980,18,585,4,NEWSLETTER,153,4720-929,,4720,929
3981,10,530,20,BLOG,61,4193-252,,4193,252
3982,19,728,11,socialmedia,2,712-50,,712,50
3983,7,1079,19,socialmedia,0,559-11,,559,11
3984,15,670,10,Newsletter,30,3489-150,,3489,150
3985,6,373,3,SOCIALMEDIA,22,545-117,,545,117
3986,3,292,17,NEWSLETTER,195,5097-848,,5097,848
3987,1,464,5,Video,72,2654-632,,2654,632
3988,6,755,8,BLOG,4,556-44,,556,44
3989,20,573,2,Video,167,4209-871,,4209,871
3990,15,270,16,Video,140,6333-689,,6333,689
3991,10,484,4,Socialmedia,2,270-25,,270,25
3992,12,741,6,Video,14,2089-273,,2089,273
3993,20,143,13,video,402,5726-1389,,5726,1389
3994,6,587,8,VIDEO,38,3204-286,,3204,286
3995,4,848,14,Newsletter,1,278-25,,278,25
3996,11,733,4,blog,45,2440-259,,2440,259
3997,3,489,17,socialmedia,21,711-120,,711,120
3998,20,108,4,Blog,215,6956-2262,,6956,2262
3999,7,778,9,Socialmedia,3,1807-66,,1807,66
4000,4,328,19,Video,271,5455-794,,5455,794
4001,10,359,4,blog,84,2726-269,,2726,269
4002,6,645,12,video,46,3557-689,,3557,689
4003,18,262,13,Socialmedia,4,196-58,,196,58
4004,2,224,9,Blog,412,7793-1064,,7793,1064
4005,16,950,8,VIDEO,2,1561-37,,1561,37
4006,6,275,9,Video,231,4247-995,,4247,995
4007,7,621,5,Blog,32,3565-301,,3565,301
4008,3,105,18,Video,833,5393-2008,,5393,2008
4009,10,317,20,NEWSLETTER,103,3898-857,,3898,857
4010,10,140,15,BLOG,652,7491-1554,,7491,1554
4011,5,762,18,socialmedia,3,838-54,,838,54
4012,7,535,13,Video,23,1422-169,,1422,169
4013,5,283,19,BLOG,80,7496-649,,7496,649
4014,11,569,15,Blog,146,4918-1047,,4918,1047
4015,11,380,18,Video,10,1605-121,,1605,121
4016,9,1075,6,socialmedia,0,139-2,,139,2
4017,15,644,6,VIDEO,1,124-8,,124,8
4018,8,282,19,VIDEO,273,4001-1037,,4001,1037
4019,6,684,1,blog,18,3955-165,,3955,165
4020,2,840,11,Blog,0,71-2,,71,2
4021,16,969,5,SOCIALMEDIA,1,456-28,,456,28
4022,5,372,8,Socialmedia,107,3595-368,,3595,368
4023,12,482,15,Newsletter,7,328-27,,328,27
4024,16,1004,2,Blog,0,134-1,,134,1
4025,8,1046,12,newsletter,0,263-3,,263,3
4026,2,272,11,Newsletter,86,6666-920,,6666,920
4027,15,416,17,Video,146,5065-728,,5065,728
4028,2,1119,19,blog,0,236-6,,236,6
4029,2,52,3,video,289,2223-658,,2223,658
4030,17,497,12,Blog,47,2664-413,,2664,413
4031,14,1125,6,socialmedia,0,699-23,,699,23
4032,1,70,6,socialmedia,199,3907-1506,,3907,1506
4033,2,520,15,NEWSLETTER,113,2674-448,,2674,448
4034,6,1086,16,Video,0,172-6,,172,6
4035,5,317,4,socialmedia,537,6054-1521,,6054,1521
4036,16,887,6,Blog,1,535-45,,535,45
4037,3,680,9,Socialmedia,35,4031-495,,4031,495
4038,5,668,20,Blog,10,448-64,,448,64
4039,1,1032,15,Video,0,257-3,,257,3
4040,20,1033,11,Video,0,171-2,,171,2
4041,2,805,13,Blog,38,2219-273,,2219,273
4042,12,561,6,socialmedia,84,3202-515,,3202,515
4043,8,261,6,blog,312,6186-1110,,6186,1110
4044,5,35,7,socialmedia,680,4354-1376,,4354,1376
4045,6,148,13,Socialmedia,320,6864-1273,,6864,1273
4046,14,793,12,blog,11,2232-215,,2232,215
4047,19,987,20,newsletter,3,1205-53,,1205,53
4048,14,540,3,newsletter,121,3156-529,,3156,529
4049,4,1118,7,newsletter,0,909-22,,909,22
4050,9,998,16,Socialmedia,1,1075-59,,1075,59
4051,20,578,13,video,38,2366-453,,2366,453
4052,6,162,19,SOCIALMEDIA,142,4559-1311,,4559,1311
4053,9,426,2,Newsletter,179,5376-1370,,5376,1370
4054,17,1013,6,Socialmedia,0,148-4,,148,4
4055,19,900,11,Video,0,48-1,,48,1
4056,13,317,7,SOCIALMEDIA,6,739-69,,739,69
4057,16,903,9,Newsletter,0,171-7,,171,7
4058,10,32,15,blog,1212,9429-3475,,9429,3475
4059,20,350,1,Newsletter,11,620-56,,620,56
4060,12,127,20,blog,395,5788-1008,,5788,1008
4061,9,882,8,Socialmedia,4,1729-64,,1729,64
4062,2,706,10,SOCIALMEDIA,43,3666-546,,3666,546
4063,6,351,12,Video,25,1239-104,,1239,104
4064,7,982,5,Blog,2,1150-66,,1150,66
4065,16,1104,6,Socialmedia,0,506-9,,506,9
4066,11,1033,7,Socialmedia,0,328-3,,328,3
4067,15,1075,6,SOCIALMEDIA,0,89-2,,89,2
4068,7,454,13,Video,32,824-177,,824,177
4069,14,50,17,video,111,2646-269,,2646,269
4070,10,773,11,Socialmedia,49,2876-344,,2876,344
4071,10,69,4,Newsletter,487,8122-3692,,8122,3692
4072,5,146,12,Socialmedia,112,5266-716,,5266,716
4073,6,386,14,Socialmedia,23,2467-236,,2467,236
4074,6,90,4,Newsletter,262,3403-1445,,3403,1445
4075,6,615,6,Socialmedia,39,3277-357,,3277,357
4076,13,1125,4,Blog,0,19-0,,19,0
4077,15,245,10,socialmedia,227,3397-897,,3397,897
4078,7,643,1,BLOG,39,3977-686,,3977,686
4079,12,108,16,BLOG,236,2346-667,,2346,667
4080,13,177,2,NEWSLETTER,630,6777-2327,,6777,2327
4081,5,903,10,Socialmedia,4,1331-52,,1331,52
4082,18,1019,2,Blog,0,488-18,,488,18
4083,4,689,15,Newsletter,14,1919-248,,1919,248
4084,5,201,4,BLOG,144,5185-727,,5185,727
4085,18,729,19,Socialmedia,3,548-28,,548,28
4086,16,1026,11,blog,0,639-8,,639,8
4087,20,135,20,blog,587,5597-2326,,5597,2326
4088,2,1118,4,Newsletter,0,411-14,,411,14
4089,12,477,13,socialmedia,36,5078-372,,5078,372
